Date,Values
31-07-2016,44.86
01-08-2016,43.99
02-08-2016,45.126
03-08-2016,46.526
04-08-2016,44.14
05-08-2016,48.188
06-08-2016,42.644
07-08-2016,45.962
08-08-2016,45.442
09-08-2016,44.672
10-08-2016,44.612
11-08-2016,48.61
12-08-2016,44.306
13-08-2016,43.848
14-08-2016,46.414
15-08-2016,43.31
16-08-2016,44.836
17-08-2016,46.74
18-08-2016,42.858
19-08-2016,44.296
20-08-2016,46.146
21-08-2016,45.938
22-08-2016,45.704
23-08-2016,45.306
24-08-2016,42.816
25-08-2016,44.062
26-08-2016,44.554
27-08-2016,43.372
28-08-2016,48.616
29-08-2016,42.488
30-08-2016,44.272
31-08-2016,44.296
01-09-2016,46.338
02-09-2016,45.846
03-09-2016,42.652
04-09-2016,47.254
05-09-2016,42.84
06-09-2016,44.436
07-09-2016,44.108
08-09-2016,44.236
09-09-2016,46.268
10-09-2016,44.39
11-09-2016,41.812
12-09-2016,45.422
13-09-2016,44.788
14-09-2016,45.938
15-09-2016,42.512
16-09-2016,45.986
17-09-2016,44.232
18-09-2016,44.414
19-09-2016,50.212
20-09-2016,38.498
21-09-2016,45.07
22-09-2016,45.816
23-09-2016,43.996
24-09-2016,46.032
25-09-2016,44.718
26-09-2016,45.422
27-09-2016,43.428
28-09-2016,48.982
29-09-2016,42.004
30-09-2016,46.5
01-10-2016,42.582
02-10-2016,44.272
03-10-2016,45.542
04-10-2016,43.272
05-10-2016,46.514
06-10-2016,42.686
07-10-2016,46.62
08-10-2016,44.32
09-10-2016,44.418
10-10-2016,47.366
11-10-2016,45.14
12-10-2016,42.794
13-10-2016,44.508
14-10-2016,44.694
15-10-2016,45.118
16-10-2016,47.7
17-10-2016,44.46
18-10-2016,42.934
19-10-2016,46.996
20-10-2016,44.508
21-10-2016,44.296
22-10-2016,48.004
23-10-2016,42.816
24-10-2016,45.774
25-10-2016,46.042
26-10-2016,42.136
27-10-2016,44.484
28-10-2016,46.67
29-10-2016,42.992
30-10-2016,45.182
31-10-2016,46.564
01-11-2016,46.338
02-11-2016,43.966
03-11-2016,49.062
04-11-2016,42.532
05-11-2016,44.624
06-11-2016,44.882
07-11-2016,45.144
08-11-2016,48.654
09-11-2016,42.63
10-11-2016,45.122
11-11-2016,44.802
12-11-2016,46.644
13-11-2016,43.876
14-11-2016,47.208
15-11-2016,46.628
16-11-2016,43.9
17-11-2016,44.648
18-11-2016,45.376
19-11-2016,46.62
20-11-2016,42.864
21-11-2016,47.582
22-11-2016,43.24
23-11-2016,43.224
24-11-2016,47.3
25-11-2016,46.572
26-11-2016,43.618
27-11-2016,46.77
28-11-2016,46.326
29-11-2016,44.99
30-11-2016,45.164
01-12-2016,49.622
02-12-2016,43.334
03-12-2016,46.432
04-12-2016,45.006
05-12-2016,45.09
06-12-2016,46.784
07-12-2016,46.948
08-12-2016,44.79
09-12-2016,45.61
10-12-2016,45.258
11-12-2016,44.586
12-12-2016,47.362
13-12-2016,45.966
14-12-2016,42.378
15-12-2016,45.54
16-12-2016,46.314
17-12-2016,43.736
18-12-2016,47.536
19-12-2016,47.84
20-12-2016,43.262
21-12-2016,47.864
22-12-2016,45.218
23-12-2016,48.858
24-12-2016,44.132
25-12-2016,44.85
26-12-2016,48.262
27-12-2016,44.788
28-12-2016,44.43
29-12-2016,45.006
30-12-2016,47.184
31-12-2016,46.666
01-01-2017,46.402
02-01-2017,46.55
03-01-2017,43.688
04-01-2017,46.744
05-01-2017,45.108
06-01-2017,45.446
07-01-2017,45.376
08-01-2017,46.596
09-01-2017,45.894
10-01-2017,43.434
11-01-2017,47.462
12-01-2017,48.072
13-01-2017,43.498
14-01-2017,48.814
15-01-2017,44.6
16-01-2017,46.572
17-01-2017,44.436
18-01-2017,46.504
19-01-2017,46.854
20-01-2017,47.018
21-01-2017,45.526
22-01-2017,48.524
23-01-2017,45.118
24-01-2017,47.208
25-01-2017,44.114
26-01-2017,48.428
27-01-2017,47.652
28-01-2017,47.816
29-01-2017,45.282
30-01-2017,46.338
31-01-2017,45.542
01-02-2017,49.954
02-02-2017,42.064
03-02-2017,47.652
04-02-2017,46.556
05-02-2017,45.752
06-02-2017,45.916
07-02-2017,47.276
08-02-2017,45.716
09-02-2017,47.006
10-02-2017,46.528
11-02-2017,46.854
12-02-2017,44.128
13-02-2017,47.018
14-02-2017,46.088
15-02-2017,45.822
16-02-2017,49.718
17-02-2017,45.258
18-02-2017,44.578
19-02-2017,47.512
20-02-2017,45.658
21-02-2017,46.996
22-02-2017,47.904
23-02-2017,44.882
24-02-2017,46.644
25-02-2017,44.624
26-02-2017,50.992
27-02-2017,47.536
28-02-2017,50.938
01-03-2017,43.874
02-03-2017,48.098
03-03-2017,48.216
04-03-2017,48.098
05-03-2017,44.93
06-03-2017,47.672
07-03-2017,44.576
08-03-2017,47.184
09-03-2017,47.276
10-03-2017,46.032
11-03-2017,47.098
12-03-2017,49.524
13-03-2017,46.032
14-03-2017,44.508
15-03-2017,48.544
16-03-2017,46.126
17-03-2017,46.22
18-03-2017,49.558
19-03-2017,44.342
20-03-2017,46.636
21-03-2017,46.974
22-03-2017,46.45
23-03-2017,46.354
24-03-2017,51.056
25-03-2017,45.836
26-03-2017,46.526
27-03-2017,47.276
28-03-2017,48.93
29-03-2017,46.996
30-03-2017,48.212
31-03-2017,45.114
01-04-2017,46.526
02-04-2017,47.512
03-04-2017,50.234
04-04-2017,41.996
05-04-2017,47.724
06-04-2017,47.866
07-04-2017,44.084
08-04-2017,48.31
09-04-2017,45.374
10-04-2017,45.54
11-04-2017,49.038
12-04-2017,45.376
13-04-2017,44.624
14-04-2017,45.516
15-04-2017,45.938
16-04-2017,47.17
17-04-2017,46.786
18-04-2017,46.924
19-04-2017,44.038
20-04-2017,50
21-04-2017,44.022
22-04-2017,46.714
23-04-2017,46.55
24-04-2017,48.802
25-04-2017,43.99
26-04-2017,47.958
27-04-2017,46.53
28-04-2017,48.756
29-04-2017,45.328
30-04-2017,48.708
01-05-2017,47.206
02-05-2017,49.39
03-05-2017,45.586
04-05-2017,47.934
05-05-2017,45.752
06-05-2017,47.888
07-05-2017,44.186
08-05-2017,46.362
09-05-2017,48.826
10-05-2017,45.658
11-05-2017,47.716
12-05-2017,48.586
13-05-2017,45.918
14-05-2017,49.17
15-05-2017,47.464
16-05-2017,48.104
17-05-2017,46.072
18-05-2017,50.846
19-05-2017,43.052
20-05-2017,47.966
21-05-2017,47.184
22-05-2017,46.478
23-05-2017,49.812
24-05-2017,46.878
25-05-2017,45.024
26-05-2017,48.1
27-05-2017,44.896
28-05-2017,48.31
29-05-2017,46.83
30-05-2017,47.09
31-05-2017,44.93
01-06-2017,46.204
02-06-2017,46.718
03-06-2017,46.652
04-06-2017,48.64
05-06-2017,48.568
06-06-2017,46.924
07-06-2017,47.91
08-06-2017,45.208
09-06-2017,47.09
10-06-2017,48.262
11-06-2017,44.624
12-06-2017,46.384
13-06-2017,50.118
14-06-2017,45.752
15-06-2017,47.066
16-06-2017,46.154
17-06-2017,49.292
18-06-2017,42.558
19-06-2017,47.276
20-06-2017,45
21-06-2017,45.968
22-06-2017,46.794
23-06-2017,47.238
24-06-2017,45.938
25-06-2017,43.736
26-06-2017,48.17
27-06-2017,42.934
28-06-2017,47.418
29-06-2017,44.982
30-06-2017,47.41
01-07-2017,46.292
02-07-2017,42.8
03-07-2017,45.234
04-07-2017,45.222
05-07-2017,45.422
06-07-2017,49.86
07-07-2017,42.7
08-07-2017,46.55
09-07-2017,43.682
10-07-2017,47.512
11-07-2017,45.622
12-07-2017,45.516
13-07-2017,48.944
14-07-2017,43.686
15-07-2017,46.738
16-07-2017,46.948
17-07-2017,42.746
18-07-2017,44.82
19-07-2017,45.862
20-07-2017,47.516
21-07-2017,43.786
22-07-2017,47.966
23-07-2017,47.16
24-07-2017,44.46
25-07-2017,47.488
26-07-2017,46.268
27-07-2017,47.254
28-07-2017,44.39
29-07-2017,45.68
30-07-2017,46.666
31-07-2017,48.236
01-08-2017,46.29
02-08-2017,43.602
03-08-2017,48.174
04-08-2017,45.47
05-08-2017,48.402
06-08-2017,45.39
07-08-2017,47.592
08-08-2017,44.494
09-08-2017,44.724
10-08-2017,45.938
11-08-2017,45.564
12-08-2017,45.4
13-08-2017,47.23
14-08-2017,46.318
15-08-2017,46.596
16-08-2017,43.99
17-08-2017,45.452
18-08-2017,47.982
19-08-2017,47.91
20-08-2017,44.342
21-08-2017,45.822
22-08-2017,48.686
23-08-2017,45.258
24-08-2017,49.154
25-08-2017,45.118
26-08-2017,46.948
27-08-2017,48.398
28-08-2017,45.68
29-08-2017,46.644
30-08-2017,50.422
31-08-2017,45.516
01-09-2017,47.796
02-09-2017,43.374
03-09-2017,46.746
04-09-2017,46.08
05-09-2017,47.934
06-09-2017,45.432
07-09-2017,47.418
08-09-2017,47.934
09-09-2017,48.712
10-09-2017,45.32
11-09-2017,46.134
12-09-2017,46.334
13-09-2017,49.038
14-09-2017,47.37
15-09-2017,44.342
16-09-2017,47.066
17-09-2017,51.972
18-09-2017,44.598
19-09-2017,49.518
20-09-2017,46.362
21-09-2017,47.654
22-09-2017,47.844
23-09-2017,48.814
24-09-2017,44.954
25-09-2017,45.774
26-09-2017,46.418
27-09-2017,45.886
28-09-2017,49.272
29-09-2017,48.616
30-09-2017,42.538
01-10-2017,46.526
02-10-2017,49.056
03-10-2017,48.618
04-10-2017,44.578
05-10-2017,48.404
06-10-2017,47.81
07-10-2017,44.836
08-10-2017,49.226
09-10-2017,45.4
10-10-2017,45.63
11-10-2017,48.028
12-10-2017,47.746
13-10-2017,46.774
14-10-2017,49.566
15-10-2017,48.732
16-10-2017,47.206
17-10-2017,48.088
18-10-2017,44.296
19-10-2017,47.09
20-10-2017,44.178
21-10-2017,44.946
22-10-2017,45.736
23-10-2017,42.7
24-10-2017,44.32
25-10-2017,43.926
26-10-2017,46.738
27-10-2017,47.418
28-10-2017,41.916
29-10-2017,45.07
30-10-2017,45.258
31-10-2017,44.694
01-11-2017,44.376
02-11-2017,46.164
03-11-2017,44.93
04-11-2017,45.164
05-11-2017,46.93
06-11-2017,42.018
07-11-2017,49.366
08-11-2017,43.516
09-11-2017,44.754
10-11-2017,47.632
11-11-2017,47.83
12-11-2017,44.226
13-11-2017,45.634
14-11-2017,42.63
15-11-2017,44.084
16-11-2017,44.296
17-11-2017,44.248
18-11-2017,44.766
19-11-2017,47.91
20-11-2017,44.484
21-11-2017,43.592
22-11-2017,46.044
23-11-2017,44.956
24-11-2017,46.83
25-11-2017,45.258
26-11-2017,44.648
27-11-2017,45.116
28-11-2017,47.746
29-11-2017,44.718
30-11-2017,44.648
01-12-2017,48.428
02-12-2017,47.812
03-12-2017,46.794
04-12-2017,47.184
05-12-2017,44.65
06-12-2017,44.808
07-12-2017,47.276
08-12-2017,42.7
09-12-2017,44.798
10-12-2017,46.574
11-12-2017,43.708
12-12-2017,50.046
13-12-2017,43.45
14-12-2017,45
15-12-2017,46.22
16-12-2017,46.712
17-12-2017,47.464
18-12-2017,46.338
19-12-2017,42.464
20-12-2017,45.456
21-12-2017,48.656
22-12-2017,47.16
23-12-2017,45.074
24-12-2017,45.658
25-12-2017,47.888
26-12-2017,47.794
27-12-2017,43.78
28-12-2017,49.098
29-12-2017,45.47
30-12-2017,44.486
31-12-2017,46.694
01-01-2018,44.86
02-01-2018,44.968
03-01-2018,43.288
04-01-2018,44.084
05-01-2018,44.366
06-01-2018,46.362
07-01-2018,48.004
08-01-2018,42.966
09-01-2018,49.544
10-01-2018,44.084
11-01-2018,44.272
12-01-2018,47.03
13-01-2018,44.156
14-01-2018,46.572
15-01-2018,46.338
16-01-2018,45.868
17-01-2018,43.568
18-01-2018,47.864
19-01-2018,42.018
20-01-2018,44.404
21-01-2018,45.846
22-01-2018,43.638
23-01-2018,43.826
24-01-2018,44.93
25-01-2018,44.39
26-01-2018,41.924
27-01-2018,44.178
28-01-2018,43.332
29-01-2018,45.54
30-01-2018,44.062
31-01-2018,45.586
01-02-2018,43.498
02-02-2018,43.662
03-02-2018,44.884
04-02-2018,46.22
05-02-2018,43.544
06-02-2018,43.592
07-02-2018,46.206
08-02-2018,47.3
09-02-2018,39.474
10-02-2018,44.276
11-02-2018,45.282
12-02-2018,43.77
13-02-2018,45.422
14-02-2018,43.896
15-02-2018,45.378
16-02-2018,42.09
17-02-2018,44.54
18-02-2018,42.864
19-02-2018,45.516
20-02-2018,42.288
21-02-2018,44.052
22-02-2018,45.306
23-02-2018,44.084
24-02-2018,46.056
25-02-2018,40.964
26-02-2018,46.456
27-02-2018,44.098
28-02-2018,43.262
01-03-2018,45.032
02-03-2018,43.592
03-03-2018,42.864
04-03-2018,45.568
05-03-2018,43.826
06-03-2018,46.874
07-03-2018,42.934
08-03-2018,45.704
09-03-2018,43.47
10-03-2018,44.508
11-03-2018,43.708
12-03-2018,43.686
13-03-2018,44.062
14-03-2018,44.286
15-03-2018,48.436
16-03-2018,39.414
17-03-2018,45.15
18-03-2018,42.7
19-03-2018,45.728
20-03-2018,43.85
21-03-2018,44.014
22-03-2018,47.09
23-03-2018,42.018
24-03-2018,43.864
25-03-2018,45.798
26-03-2018,41.784
27-03-2018,44.718
28-03-2018,47.126
29-03-2018,42.3
30-03-2018,43.78
31-03-2018,45.634
01-04-2018,44.956
02-04-2018,45.492
03-04-2018,44.554
04-04-2018,42.066
05-04-2018,43.732
06-04-2018,43.92
07-04-2018,44.016
08-04-2018,46.69
09-04-2018,40.422
10-04-2018,43.85
11-04-2018,46.456
12-04-2018,42.864
13-04-2018,43.568
14-04-2018,44.272
15-04-2018,49.516
16-04-2018,42.716
17-04-2018,45.586
18-04-2018,46.268
19-04-2018,44.112
20-04-2018,46.408
21-04-2018,50.6
22-04-2018,41.502
23-04-2018,42.756
24-04-2018,45.326
25-04-2018,44.784
26-04-2018,44.882
27-04-2018,47.23
28-04-2018,46.666
29-04-2018,46.198
30-04-2018,44.56
01-05-2018,42.612
02-05-2018,45.302
03-05-2018,45.752
04-05-2018,43.112
05-05-2018,45.26
06-05-2018,48.146
07-05-2018,43.45
08-05-2018,43.802
09-05-2018,48.272
10-05-2018,41.15
11-05-2018,43.85
12-05-2018,43.866
13-05-2018,45.212
14-05-2018,45.282
15-05-2018,43.474
16-05-2018,43.79
17-05-2018,43.732
18-05-2018,46.972
19-05-2018,44.414
20-05-2018,43.286
21-05-2018,44.414
22-05-2018,43.698
23-05-2018,44.126
24-05-2018,43.53
25-05-2018,45.752
26-05-2018,40.752
27-05-2018,44.062
28-05-2018,46.456
29-05-2018,41.478
30-05-2018,47.7
31-05-2018,42.058
01-06-2018,43.708
02-06-2018,45.68
03-06-2018,44.248
04-06-2018,45.072
05-06-2018,44.648
06-06-2018,42.77
07-06-2018,44.578
08-06-2018,45.234
09-06-2018,44.272
10-06-2018,43.662
11-06-2018,47.404
12-06-2018,43.798
13-06-2018,42.38
14-06-2018,45.868
15-06-2018,46.666
16-06-2018,41.032
17-06-2018,43.744
18-06-2018,46.018
19-06-2018,43.052
20-06-2018,42.442
21-06-2018,44.226
22-06-2018,44.062
23-06-2018,45.516
24-06-2018,45.982
25-06-2018,44.972
26-06-2018,42.746
27-06-2018,45.118
28-06-2018,42.608
29-06-2018,43.932
30-06-2018,45.702
01-07-2018,43.122
02-07-2018,45.328
03-07-2018,43.944
04-07-2018,43.686
05-07-2018,45.608
06-07-2018,45.188
07-07-2018,44.342
08-07-2018,43.428
09-07-2018,44.128
10-07-2018,44.256
11-07-2018,44.202
12-07-2018,44.554
13-07-2018,45.664
14-07-2018,43.112
15-07-2018,43.044
16-07-2018,47.236
17-07-2018,44.108
18-07-2018,44.248
19-07-2018,45.376
20-07-2018,43.976
21-07-2018,46.606
22-07-2018,43.028
23-07-2018,43.824
24-07-2018,45.892
25-07-2018,43.026
26-07-2018,45.352
27-07-2018,44.038
28-07-2018,43.896
29-07-2018,46.982
30-07-2018,44.72
31-07-2018,42.144
01-08-2018,45.67
02-08-2018,43.708
03-08-2018,44.086
04-08-2018,43.84
05-08-2018,47.664
06-08-2018,43.378
07-08-2018,39.436
08-08-2018,44.244
09-08-2018,43.912
10-08-2018,46.06
11-08-2018,46.056
12-08-2018,42.176
13-08-2018,46.808
14-08-2018,42.878
15-08-2018,44.342
16-08-2018,43.968
17-08-2018,46.01
18-08-2018,43.474
19-08-2018,45.306
20-08-2018,45.328
21-08-2018,42.724
22-08-2018,45.212
23-08-2018,45.564
24-08-2018,42.16
25-08-2018,46.784
26-08-2018,46.55
27-08-2018,43.17
28-08-2018,48.874
29-08-2018,41.69
30-08-2018,44.426
31-08-2018,44.694
01-09-2018,46.572
02-09-2018,44.694
03-09-2018,46.83
04-09-2018,45.306
05-09-2018,45.986
06-09-2018,42.386
07-09-2018,45.674
08-09-2018,44.178
09-09-2018,44.114
10-09-2018,46.01
11-09-2018,43.474
12-09-2018,46.104
13-09-2018,45.47
14-09-2018,42.724
15-09-2018,46.974
16-09-2018,48.204
17-09-2018,42.558
18-09-2018,45.774
19-09-2018,45.07
20-09-2018,45.042
21-09-2018,41.598
22-09-2018,46.024
23-09-2018,42.782
24-09-2018,44.86
25-09-2018,45.868
26-09-2018,41.784
27-09-2018,45.724
28-09-2018,46.902
29-09-2018,40.846
30-09-2018,45.658
01-10-2018,44.132
02-10-2018,43.98
03-10-2018,43.92
04-10-2018,43.896
05-10-2018,48.6
06-10-2018,41.738
07-10-2018,44.93
08-10-2018,42.724
09-10-2018,45.41
10-10-2018,43.802
11-10-2018,44.344
12-10-2018,47.442
13-10-2018,40.762
14-10-2018,44.366
15-10-2018,48.146
16-10-2018,40.686
17-10-2018,43.968
18-10-2018,43.944
19-10-2018,45.782
20-10-2018,41.924
21-10-2018,45.774
22-10-2018,44.272
23-10-2018,45.094
24-10-2018,46.986
25-10-2018,43.146
26-10-2018,42.018
27-10-2018,43.91
28-10-2018,43.318
29-10-2018,44.436
30-10-2018,45.07
31-10-2018,47.154
01-11-2018,40.742
02-11-2018,46.016
03-11-2018,46.606
04-11-2018,41.432
05-11-2018,45.048
06-11-2018,45.492
07-11-2018,41.644
08-11-2018,44.882
09-11-2018,42.456
10-11-2018,43.918
11-11-2018,43.586
12-11-2018,45.702
13-11-2018,44.498
14-11-2018,42.84
15-11-2018,43.78
16-11-2018,47.128
17-11-2018,43.94
18-11-2018,45.556
19-11-2018,41.854
20-11-2018,43.944
21-11-2018,43.708
22-11-2018,45.846
23-11-2018,46.572
24-11-2018,44.686
25-11-2018,41.878
26-11-2018,45.658
27-11-2018,43.878
28-11-2018,43.85
29-11-2018,45.256
30-11-2018,45.822
01-12-2018,43.404
02-12-2018,45.352
03-12-2018,41.06
04-12-2018,43.944
05-12-2018,43.874
06-12-2018,45.728
07-12-2018,41.95
08-12-2018,45.22
09-12-2018,45.496
10-12-2018,42.89
11-12-2018,45.306
12-12-2018,45
13-12-2018,44.648
14-12-2018,42.376
15-12-2018,43.92
16-12-2018,44.474
17-12-2018,46.738
18-12-2018,42.69
19-12-2018,45.152
20-12-2018,44.084
21-12-2018,44.154
22-12-2018,46.924
23-12-2018,42.792
24-12-2018,45.134
25-12-2018,42.382
26-12-2018,45.68
27-12-2018,41.948
28-12-2018,44.178
29-12-2018,43.526
30-12-2018,43.944
31-12-2018,47.344
01-01-2019,43.594
